FECHA;INDICATIVO;NOMBRE;PROVINCIA;ALTITUD;TMEDIA;PRECIPITACION;TMIN;HORATMIN;TMAX;HORATMAX;DIR;VELMEDIA;RACHA;HORARACHA;SOL;PRESMAX;HORAPRESMAX;PRESMIN;HORAPRESMIN
1988-12-03;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;;7.5;;;;;;;
1988-12-04;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;26;7.5;11.7;15:30;;;;;
1988-12-05;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;99;3.1;8.3;Varias;;;;;
1988-12-06;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;17;1.4;11.4;03:10;;;;;
1988-12-07;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;06;6.1;15.3;13:20;;;;;
1988-12-08;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;06;4.4;16.9;23:30;;;;;
1988-12-09;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;05;7.2;15.3;00:00;;;;;
1988-12-10;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;07;9.4;15.3;11:10;;;;;
1988-12-11;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;08;7.2;16.4;07:20;;;;;
1988-12-12;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;07;9.2;16.4;14:50;;;;;
1988-12-13;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;05;8.6;15.6;23:20;;;;;
1988-12-14;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;07;6.9;15.6;08:30;;;;;
1988-12-15;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;07;2.5;7.5;00:20;;;;;
1988-12-16;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;06;6.1;14.7;23:20;;;;;
1988-12-17;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;07;10.0;16.7;12:50;;;;;
1988-12-18;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;08;6.9;16.4;09:40;;;;;
1988-12-19;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;05;2.5;8.1;01:40;;;;;
1988-12-20;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;28;2.8;7.2;12:50;;;;;
1988-12-21;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;09;5.6;14.7;13:00;;;;;
1988-12-22;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;19;1.4;4.2;05:05;;;;;
1988-12-23;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;28;0.8;4.4;02:10;;;;;
1988-12-24;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;26;0.3;3.6;20:30;;;;;
1988-12-25;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;13;1.4;4.7;04:10;;;;;
1988-12-26;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;17;0.6;5.0;22:40;;;;;
1988-12-27;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;99;1.1;3.9;Varias;;;;;
1988-12-28;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;10;1.7;5.3;18:10;;;;;
1988-12-29;2400E;AUTILLA DEL PINO;PALENCIA;874;;0.0;;;;;12;1.9;4.7;12:50;;;;;
1988-12-30;2400E;AUTILLA DEL PINO;PALENCIA;874;;;;;;;09;0.6;3.6;01:30;;;;;
1989-01-01;2400E;AUTILLA DEL PINO;PALENCIA;874;0.9;0.0;-7.5;04:50;9.3;15:20;11;1.7;4.2;07:00;;;;;
1989-01-02;2400E;AUTILLA DEL PINO;PALENCIA;874;-0.5;0.0;-8.8;08:00;7.8;15:00;11;0.3;4.4;08:10;;;;;
1989-01-03;2400E;AUTILLA DEL PINO;PALENCIA;874;1.2;0.0;-4.4;05:40;6.7;16:00;18;0.8;3.9;22:40;;;;;
1989-01-04;2400E;AUTILLA DEL PINO;PALENCIA;874;-0.3;0.0;-6.0;08:00;5.4;15:00;12;1.4;3.6;04:40;;;;;
1989-01-05;2400E;AUTILLA DEL PINO;PALENCIA;874;1.6;0.0;-2.7;07:10;5.8;11:30;22;2.2;5.0;23:59;;;;;
1989-01-06;2400E;AUTILLA DEL PINO;PALENCIA;874;3.1;;-0.4;01:30;6.6;12:30;25;8.3;20.8;12:30;;;;;
1989-01-07;2400E;AUTILLA DEL PINO;PALENCIA;874;4.7;0.0;0.9;00:05;8.5;12:20;07;6.7;15.0;12:30;;;;;
1989-01-08;2400E;AUTILLA DEL PINO;PALENCIA;874;5.8;0.0;0.3;07:50;11.4;15:10;08;2.8;10.0;01:50;;;;;
1989-01-09;2400E;AUTILLA DEL PINO;PALENCIA;874;2.2;0.0;-1.6;08:40;6.0;15:50;16;1.7;4.2;07:30;;;;;
1989-01-10;2400E;AUTILLA DEL PINO;PALENCIA;874;3.4;0.2;-2.7;01:50;9.6;14:55;08;4.2;7.2;16:40;;;;;
1989-01-11;2400E;AUTILLA DEL PINO;PALENCIA;874;6.5;0.0;1.4;07:05;11.6;15:10;29;2.2;9.2;06:40;;;;;
1989-01-12;2400E;AUTILLA DEL PINO;PALENCIA;874;5.4;0.0;0.3;06:50;10.4;15:00;21;2.5;7.2;04:00;;;;;
1989-01-13;2400E;AUTILLA DEL PINO;PALENCIA;874;5.4;0.0;0.1;05:10;10.7;15:45;11;1.9;3.9;08:40;;;;;
1989-01-14;2400E;AUTILLA DEL PINO;PALENCIA;874;4.4;0.0;-0.8;03:00;9.5;12:55;09;2.8;8.3;03:40;;;;;
1989-01-15;2400E;AUTILLA DEL PINO;PALENCIA;874;6.5;0.0;0.9;23:50;12.1;16:00;24;1.9;18.9;03:50;;;;;
1989-01-16;2400E;AUTILLA DEL PINO;PALENCIA;874;4.8;0.0;-0.2;07:40;9.9;15:00;99;1.9;3.9;Varias;;;;;
1989-01-17;2400E;AUTILLA DEL PINO;PALENCIA;874;3.2;0.0;-1.1;05:00;7.5;13:20;07;3.9;11.4;20:40;;;;;
1989-01-18;2400E;AUTILLA DEL PINO;PALENCIA;874;4.4;0.0;0.3;23:55;8.6;14:50;22;6.4;18.6;06:00;;;;;
1989-01-19;2400E;AUTILLA DEL PINO;PALENCIA;874;2.0;0.0;-2.8;08:15;6.7;14:40;08;0.3;8.3;00:50;;;;;
